"ngrams","I","n","S"
"polchedy","S",1,"Stars"
"polkeeey","S",1,"Stars"
"polor","S",1,"Stars"
"polshy","S",1,"Stars"
"poly","S",1,"Stars"
"por","S",3,"Stars"
"porair","S",1,"Stars"
"porchey","S",1,"Stars"
"pororaiin","S",1,"Stars"
"pshedaiin","S",1,"Stars"
"pshedy","S",1,"Stars"
"pykeor","S",1,"Stars"
"qaiin","S",1,"Stars"
"qairal","S",1,"Stars"
"qchar","S",1,"Stars"
"qchor","S",1,"Stars"
"qckham","S",1,"Stars"
"qckhedy","S",1,"Stars"
"qckhhy","S",1,"Stars"
"qckhy","S",1,"Stars"
"qcphhedy","S",1,"Stars"
"qcphhy","S",1,"Stars"
"qcthey","S",1,"Stars"
"qcthhy","S",1,"Stars"
"qcthy","S",1,"Stars"
"qear","S",1,"Stars"
"qedaiin","S",1,"Stars"
"qeeal","S",1,"Stars"
"qeear","S",1,"Stars"
"qeedar","S",1,"Stars"
"qeeedy","S",1,"Stars"
"qeeeear","S",1,"Stars"
"qeeey","S",2,"Stars"
"qeeoy","S",1,"Stars"
"qeey","S",2,"Stars"
"qekal","S",1,"Stars"
"qekchdy","S",1,"Stars"
"qekeeey","S",1,"Stars"
"qekeey","S",1,"Stars"
"qekor","S",1,"Stars"
"qeol","S",1,"Stars"
"qepchey","S",1,"Stars"
"qepoepy","S",1,"Stars"
"qetam","S",1,"Stars"
"qetchar","S",1,"Stars"
"qetchdy","S",1,"Stars"
"qlky","S",1,"Stars"
"qo","S",8,"Stars"
"qoaiin","S",8,"Stars"
"qoain","S",1,"Stars"
"qoair","S",2,"Stars"
"qoal","S",2,"Stars"
"qoar","S",3,"Stars"
"qochaiin","S",1,"Stars"
"qochdaiin","S",1,"Stars"
"qochedy","S",2,"Stars"
"qocheeol","S",1,"Stars"
"qocheo","S",1,"Stars"
"qocheol","S",1,"Stars"
"qochey","S",4,"Stars"
"qockhal","S",1,"Stars"
"qockhed","S",1,"Stars"
"qockhedy","S",2,"Stars"
"qockheedy","S",1,"Stars"
"qockheey","S",2,"Stars"
"qockheos","S",1,"Stars"
"qockhey","S",4,"Stars"
"qockhy","S",2,"Stars"
"qocphdy","S",1,"Stars"
"qoctheody","S",1,"Stars"
"qocthey","S",2,"Stars"
"qocthy","S",1,"Stars"
"qod","S",2,"Stars"
"qodaiiin","S",2,"Stars"
"qodaiin","S",16,"Stars"
"qodair","S",2,"Stars"
"qodal","S",1,"Stars"
"qodam","S",1,"Stars"
"qodan","S",1,"Stars"
"qodeedy","S",2,"Stars"
"qodeey","S",1,"Stars"
"qodos","S",1,"Stars"
"qody","S",5,"Stars"
"qoear","S",1,"Stars"
"qoedaiin","S",3,"Stars"
"qoedeey","S",1,"Stars"
"qoedy","S",1,"Stars"
"qoeechdy","S",1,"Stars"
"qoeechy","S",1,"Stars"
"qoeeda","S",1,"Stars"
"qoeedaiin","S",2,"Stars"
"qoeedy","S",11,"Stars"
"qoeeean","S",1,"Stars"
"qoeeedy","S",1,"Stars"
"qoeeeey","S",1,"Stars"
"qoeeeo","S",1,"Stars"
"qoeees","S",2,"Stars"
"qoeeey","S",3,"Stars"
"qoeeo","S",1,"Stars"
"qoeeody","S",2,"Stars"
"qoeeol","S",1,"Stars"
"qoeeor","S",1,"Stars"
"qoees","S",1,"Stars"
"qoeey","S",9,"Stars"
"qoek","S",1,"Stars"
"qoeky","S",1,"Stars"
"qoetar","S",1,"Stars"
"qoete","S",1,"Stars"
"qofchdar","S",1,"Stars"
"qofchdy","S",2,"Stars"
"qofchedy","S",5,"Stars"
"qofcheol","S",1,"Stars"
"qofchol","S",1,"Stars"
"qofsheeey","S",1,"Stars"
"qoiiin","S",3,"Stars"
"qoiin","S",3,"Stars"
"qok","S",4,"Stars"
"qokaiii","S",1,"Stars"
"qokaiiin","S",1,"Stars"
"qokaiin","S",113,"Stars"
"qokaiir","S",1,"Stars"
"qokaim","S",1,"Stars"
"qokain","S",10,"Stars"
"qokair","S",10,"Stars"
"qokairor","S",1,"Stars"
"qokaiy","S",1,"Stars"
"qokal","S",41,"Stars"
"qokaldy","S",1,"Stars"
"qokaly","S",4,"Stars"
"qokam","S",12,"Stars"
"qokamdy","S",1,"Stars"
"qokan","S",3,"Stars"
"qokar","S",40,"Stars"
"qokaram","S",1,"Stars"
"qokary","S",1,"Stars"
"qokas","S",1,"Stars"
"qokchal","S",1,"Stars"
"qokchar","S",1,"Stars"
"qokchd","S",4,"Stars"
"qokchdy","S",14,"Stars"
"qokchedy","S",28,"Stars"
"qokcheedy","S",2,"Stars"
"qokcheey","S",1,"Stars"
"qokcheodaiin","S",1,"Stars"
"qokcheody","S",1,"Stars"
"qokchey","S",17,"Stars"
"qokchkeey","S",1,"Stars"
"qokcho","S",1,"Stars"
"qokchol","S",2,"Stars"
"qokchy","S",15,"Stars"
"qokdy","S",1,"Stars"
"qokeain","S",1,"Stars"
"qokeal","S",1,"Stars"
"qokealdy","S",1,"Stars"
"qokear","S",3,"Stars"
"qokechchy","S",1,"Stars"
"qokechdy","S",2,"Stars"
"qokechedy","S",2,"Stars"
"qokecheos","S",1,"Stars"
"qokecho","S",1,"Stars"
"qokechy","S",7,"Stars"
"qoked","S",3,"Stars"
"qokedaiin","S",3,"Stars"
"qokedain","S",1,"Stars"
"qokedal","S",1,"Stars"
"qokedam","S",1,"Stars"
"qokedar","S",3,"Stars"
"qokedy","S",60,"Stars"
"qokeeaiin","S",1,"Stars"
"qokeeal","S",1,"Stars"
"qokeear","S",1,"Stars"
"qokeeas","S",1,"Stars"
"qokeechey","S",1,"Stars"
"qokeechy","S",5,"Stars"
"qokeed","S",7,"Stars"
"qokeedaiin","S",1,"Stars"
"qokeedair","S",1,"Stars"
"qokeedal","S",2,"Stars"
"qokeedar","S",4,"Stars"
"qokeedody","S",1,"Stars"
"qokeedy","S",136,"Stars"
"qokeeedy","S",3,"Stars"
"qokeeeos","S",1,"Stars"
"qokeees","S",1,"Stars"
"qokeeey","S",16,"Stars"
"qokeeiin","S",1,"Stars"
"qokeel","S",1,"Stars"
"qokeeo","S",15,"Stars"
"qokeeod","S",1,"Stars"
"qokeeody","S",6,"Stars"
"qokeeol","S",5,"Stars"
"qokeeor","S",5,"Stars"
"qokeeos","S",1,"Stars"
"qokeeshy","S",1,"Stars"
"qokeey","S",155,"Stars"
"qokeo","S",3,"Stars"
"qokeochy","S",1,"Stars"
"qokeod","S",3,"Stars"
"qokeody","S",4,"Stars"
"qokeol","S",13,"Stars"
"qokeor","S",4,"Stars"
"qokeory","S",1,"Stars"
"qokeoy","S",1,"Stars"
"qokeshdy","S",1,"Stars"
"qokeshe","S",1,"Stars"
"qokeshedy","S",1,"Stars"
"qokeshey","S",1,"Stars"
"qokey","S",40,"Stars"
"qokiir","S",1,"Stars"
"qokl","S",6,"Stars"
"qoklaiin","S",1,"Stars"
"qoko","S",2,"Stars"
"qokod","S",2,"Stars"
"qokodaiin","S",1,"Stars"
"qokody","S",1,"Stars"
"qokoeey","S",1,"Stars"
"qokoiin","S",1,"Stars"
"qokokil","S",1,"Stars"
"qokol","S",13,"Stars"
"qokolky","S",1,"Stars"
"qokor","S",11,"Stars"
"qokoy","S",1,"Stars"
"qokshd","S",1,"Stars"
"qokshdy","S",2,"Stars"
"qokshedy","S",2,"Stars"
"qoksheo","S",1,"Stars"
"qoksheoy","S",1,"Stars"
"qokshy","S",4,"Stars"
"qoky","S",29,"Stars"
"qol","S",28,"Stars"
"qolar","S",1,"Stars"
"qolcheey","S",1,"Stars"
"qolchey","S",1,"Stars"
"qoleechedy","S",1,"Stars"
"qolkaiin","S",1,"Stars"
"qolkeey","S",1,"Stars"
"qoochy","S",1,"Stars"
"qool","S",1,"Stars"
"qoolkeedy","S",1,"Stars"
"qoor","S",1,"Stars"
"qop","S",1,"Stars"
"qopaiin","S",3,"Stars"
"qopairam","S",1,"Stars"
"qopal","S",1,"Stars"
"qopam","S",1,"Stars"
"qopar","S",1,"Stars"
"qoparaiin","S",1,"Stars"
"qopchais","S",1,"Stars"
"qopcham","S",1,"Stars"
"qopchar","S",1,"Stars"
"qopchcfhy","S",1,"Stars"
"qopchdy","S",11,"Stars"
"qopchear","S",1,"Stars"
"qopchedaiin","S",1,"Stars"
"qopcheddy","S",1,"Stars"
"qopchedy","S",22,"Stars"
"qopchedyd","S",1,"Stars"
"qopcheedy","S",1,"Stars"
"qopcheey","S",2,"Stars"
"qopcheody","S",1,"Stars"
"qopcheos","S",2,"Stars"
"qopches","S",1,"Stars"
"qopchety","S",1,"Stars"
"qopchey","S",5,"Stars"
"qopchody","S",1,"Stars"
"qopchol","S",2,"Stars"
"qopchsd","S",1,"Stars"
"qopchy","S",3,"Stars"
"qopchyr","S",1,"Stars"
"qopdaiin","S",1,"Stars"
"qopeedy","S",1,"Stars"
"qopoeey","S",1,"Stars"
"qopoiin","S",1,"Stars"
"qopol","S",2,"Stars"
"qopor","S",1,"Stars"
"qopshedy","S",1,"Stars"
"qor","S",6,"Stars"
"qorshy","S",1,"Stars"
"qos","S",2,"Stars"
"qosaiin","S",1,"Stars"
"qoshedy","S",1,"Stars"
"qot","S",1,"Stars"
"qotad","S",1,"Stars"
"qotaiiin","S",2,"Stars"
"qotaiin","S",39,"Stars"
"qotail","S",1,"Stars"
"qotain","S",3,"Stars"
"qotair","S",3,"Stars"
"qotal","S",19,"Stars"
"qotalal","S",1,"Stars"
"qotaly","S",3,"Stars"
"qotam","S",8,"Stars"
"qotar","S",29,"Stars"
"qotchd","S",2,"Stars"
"qotchdal","S",1,"Stars"
"qotchdar","S",1,"Stars"
"qotchdy","S",11,"Stars"
"qotched","S",5,"Stars"
"qotchedar","S",1,"Stars"
"qotchedy","S",17,"Stars"
"qotcheedy","S",3,"Stars"
"qotcheo","S",3,"Stars"
"qotchey","S",7,"Stars"
"qotcho","S",2,"Stars"
"qotchody","S",1,"Stars"
"qotchs","S",1,"Stars"
"qotchy","S",6,"Stars"
"qoteal","S",1,"Stars"
"qotear","S",2,"Stars"
"qotechy","S",2,"Stars"
"qoted","S",3,"Stars"
"qotedais","S",1,"Stars"
"qotedal","S",2,"Stars"
"qotedar","S",1,"Stars"
"qotedary","S",1,"Stars"
"qotedl","S",1,"Stars"
"qotedol","S",1,"Stars"
"qotedor","S",1,"Stars"
"qotedy","S",25,"Stars"
"qoteed","S",1,"Stars"
"qoteedaiin","S",1,"Stars"
"qoteedar","S",1,"Stars"
"qoteeddy","S",1,"Stars"
"qoteedo","S",1,"Stars"
"qoteedy","S",31,"Stars"
"qoteeedy","S",2,"Stars"
"qoteeey","S",2,"Stars"
"qoteeo","S",2,"Stars"
"qoteeody","S",2,"Stars"
"qoteeol","S",2,"Stars"
"qoteeos","S",1,"Stars"
"qotees","S",2,"Stars"
"qoteey","S",21,"Stars"
"qoteo","S",2,"Stars"
"qoteodaiin","S",1,"Stars"
"qoteode","S",1,"Stars"
"qoteody","S",6,"Stars"
"qoteol","S",3,"Stars"
"qoteoor","S",1,"Stars"
"qoteor","S",2,"Stars"
"qoteos","S",1,"Stars"
"qotes","S",1,"Stars"
"qotey","S",11,"Stars"
"qotir","S",1,"Stars"
"qotl","S",1,"Stars"
"qotody","S",5,"Stars"
"qotohy","S",1,"Stars"
"qotoky","S",1,"Stars"
"qotol","S",9,"Stars"
"qotolaiin","S",1,"Stars"
"qotolchd","S",1,"Stars"
"qotolchy","S",1,"Stars"
"qotor","S",7,"Stars"
"qotos","S",1,"Stars"
"qotoy","S",1,"Stars"
"qotshdy","S",2,"Stars"
"qotshedy","S",1,"Stars"
"qotsheod","S",1,"Stars"
"qoty","S",19,"Stars"
"qoy","S",2,"Stars"
"qoykeey","S",1,"Stars"
"r","S",10,"Stars"
"raiin","S",41,"Stars"
"raiis","S",1,"Stars"
"raikchy","S",1,"Stars"
"rain","S",3,"Stars"
"rair","S",3,"Stars"
"rais","S",1,"Stars"
"raithy","S",1,"Stars"
"ral","S",6,"Stars"
"ralchs","S",1,"Stars"
"ralchy","S",1,"Stars"
"ralky","S",1,"Stars"
"ralom","S",1,"Stars"
"raly","S",1,"Stars"
"ram","S",8,"Stars"
"rar","S",10,"Stars"
"raraiin","S",4,"Stars"
"raral","S",1,"Stars"
"raram","S",3,"Stars"
"rary","S",2,"Stars"
"ras","S",1,"Stars"
"rchchy","S",1,"Stars"
"rchedar","S",1,"Stars"
"rchedy","S",4,"Stars"
"rcheeo","S",1,"Stars"
"rchees","S",1,"Stars"
"rcheetey","S",1,"Stars"
"rcheey","S",2,"Stars"
"rcheo","S",1,"Stars"
"rchl","S",1,"Stars"
"rchos","S",1,"Stars"
"rchsy","S",1,"Stars"
"reeey","S",1,"Stars"
"rfam","S",1,"Stars"
"rkar","S",1,"Stars"
"rkeey","S",1,"Stars"
"rky","S",1,"Stars"
"rl","S",2,"Stars"
"rlaiin","S",1,"Stars"
"ro","S",4,"Stars"
"rod","S",1,"Stars"
"rodaiin","S",1,"Stars"
"rodam","S",1,"Stars"
"rodeedy","S",1,"Stars"
"rody","S",2,"Stars"
"roees","S",1,"Stars"
"roiin","S",2,"Stars"
"roiir","S",1,"Stars"
"rokaix","S",1,"Stars"
"rokeedy","S",1,"Stars"
"rol","S",6,"Stars"
"rolchy","S",1,"Stars"
"roly","S",1,"Stars"
"rom","S",1,"Stars"
"ror","S",8,"Stars"
"roral","S",1,"Stars"
"rorol","S",2,"Stars"
"rosy","S",1,"Stars"
"rotydy","S",1,"Stars"
"rpchey","S",1,"Stars"
"rshey","S",1,"Stars"
"rteol","S",1,"Stars"
"ry","S",3,"Stars"
"s","S",11,"Stars"
"sa","S",1,"Stars"
"saiin","S",33,"Stars"
"saiir","S",1,"Stars"
"sail","S",1,"Stars"
"sain","S",3,"Stars"
"sair","S",6,"Stars"
"sairal","S",1,"Stars"
"sairom","S",1,"Stars"
"sairy","S",3,"Stars"
"saithy","S",1,"Stars"
"sal","S",7,"Stars"
"salar","S",1,"Stars"
"salo","S",1,"Stars"
"salxar","S",1,"Stars"
"saly","S",1,"Stars"
"sam","S",2,"Stars"
"san","S",1,"Stars"
"sar","S",19,"Stars"
"saraiin","S",3,"Stars"
"sarain","S",1,"Stars"
"saraisl","S",1,"Stars"
"saram","S",1,"Stars"
"sarar","S",1,"Stars"
"schedy","S",1,"Stars"
"scheo","S",1,"Stars"
"sedaiin","S",1,"Stars"
"seedy","S",1,"Stars"
"shaiiin","S",1,"Stars"
"shaiin","S",6,"Stars"
"shaikhhy","S",1,"Stars"
"shaikhy","S",1,"Stars"
"shal","S",8,"Stars"
"shalkl","S",1,"Stars"
"shalky","S",1,"Stars"
"sham","S",3,"Stars"
"shar","S",10,"Stars"
"sharam","S",1,"Stars"
"shchdy","S",1,"Stars"
"shchs","S",1,"Stars"
"shchy","S",2,"Stars"
"shckhaiin","S",1,"Stars"
"shckhey","S",2,"Stars"
"shckhhy","S",1,"Stars"
"shckhody","S",1,"Stars"
"shckhy","S",20,"Stars"
"shcphhy","S",1,"Stars"
"shcphoor","S",1,"Stars"
"shcthey","S",1,"Stars"
"shcthy","S",9,"Stars"
"shd","S",1,"Stars"
"shdair","S",1,"Stars"
"shdal","S",2,"Stars"
"shdalky","S",1,"Stars"
"shdar","S",3,"Stars"
"shdo","S",1,"Stars"
"shdpchy","S",1,"Stars"
"shdy","S",12,"Stars"
"she","S",4,"Stars"
"sheal","S",9,"Stars"
"shear","S",9,"Stars"
"sheas","S",1,"Stars"
"shechol","S",1,"Stars"
"shechy","S",1,"Stars"
"sheckeey","S",1,"Stars"
"sheckhedy","S",1,"Stars"
"sheckhey","S",1,"Stars"
"sheckhy","S",11,"Stars"
"shecphy","S",1,"Stars"
"shecthey","S",1,"Stars"
"shecthy","S",3,"Stars"
"shed","S",9,"Stars"
"shedaiiin","S",1,"Stars"
"shedaiin","S",2,"Stars"
"shedain","S",1,"Stars"
"shedair","S",1,"Stars"
"shedal","S",3,"Stars"
"shedam","S",1,"Stars"
"shedar","S",4,"Stars"
"shedchy","S",1,"Stars"
"shedeeey","S",1,"Stars"
"shedy","S",113,"Stars"
"shee","S",4,"Stars"
"sheeal","S",1,"Stars"
"sheeay","S",1,"Stars"
"sheeckhy","S",1,"Stars"
"sheed","S",5,"Stars"
"sheedar","S",1,"Stars"
"sheedo","S",1,"Stars"
"sheedy","S",27,"Stars"
"sheeeky","S",1,"Stars"
"sheees","S",1,"Stars"
"sheeey","S",4,"Stars"
"sheefy","S",1,"Stars"
"sheek","S",2,"Stars"
"sheekar","S",1,"Stars"
"sheekas","S",1,"Stars"
"sheekchy","S",1,"Stars"
"sheekeey","S",1,"Stars"
"sheekly","S",1,"Stars"
"sheekshy","S",1,"Stars"
"sheeky","S",6,"Stars"
"sheeo","S",5,"Stars"
"sheeodar","S",1,"Stars"
"sheeodees","S",1,"Stars"
"sheeol","S",4,"Stars"
"sheeor","S",1,"Stars"
"shees","S",1,"Stars"
"sheet","S",2,"Stars"
"sheety","S",1,"Stars"
"sheey","S",48,"Stars"
"shefhedy","S",1,"Stars"
"shek","S",4,"Stars"
"shekal","S",1,"Stars"
"shekchy","S",1,"Stars"
"shekeey","S",1,"Stars"
"sheky","S",6,"Stars"
"sheo","S",15,"Stars"
"sheoal","S",1,"Stars"
"sheockhedy","S",1,"Stars"
"sheocphy","S",1,"Stars"
"sheod","S",6,"Stars"
"sheodaiin","S",1,"Stars"
"sheodal","S",1,"Stars"
"sheody","S",15,"Stars"
"sheoe","S",1,"Stars"
"sheoeed","S",1,"Stars"
"sheokaiin","S",1,"Stars"
"sheokar","S",1,"Stars"
"sheoked","S",1,"Stars"
"sheokeedy","S",1,"Stars"
"sheoky","S",3,"Stars"
"sheol","S",25,"Stars"
"sheolor","S",1,"Stars"
"sheopchy","S",1,"Stars"
"sheor","S",11,"Stars"
"sheos","S",6,"Stars"
"sheot","S",1,"Stars"
"sheotchedy","S",1,"Stars"
"sheoy","S",1,"Stars"
"sher","S",1,"Stars"
"shetsho","S",1,"Stars"
"shety","S",2,"Stars"
"shey","S",83,"Stars"
"shfy","S",1,"Stars"
"shkaiin","S",2,"Stars"
"shkair","S",1,"Stars"
"shkar","S",1,"Stars"
"shkchedy","S",2,"Stars"
"shkchy","S",1,"Stars"
"shkeedy","S",1,"Stars"
"shkeey","S",1,"Stars"
"shkeody","S",1,"Stars"
"shkeor","S",1,"Stars"
"shkey","S",1,"Stars"
"shky","S",4,"Stars"
"shl","S",1,"Stars"
"sho","S",11,"Stars"
"shoaiin","S",1,"Stars"
"shocfhy","S",1,"Stars"
"shockhol","S",1,"Stars"
"shockhy","S",1,"Stars"
"shocthy","S",1,"Stars"
"shod","S",5,"Stars"
"shoda","S",1,"Stars"
"shodaiin","S",5,"Stars"
"shodor","S",1,"Stars"
"shody","S",12,"Stars"
"shoefcheey","S",1,"Stars"
"shoefy","S",1,"Stars"
"shoeky","S",1,"Stars"
"shoikhy","S",1,"Stars"
"shok","S",2,"Stars"
"shokaiin","S",1,"Stars"
"shokal","S",1,"Stars"
"shokar","S",1,"Stars"
"shokchey","S",1,"Stars"
"shokchy","S",2,"Stars"
"shokeedar","S",1,"Stars"
"shokeey","S",1,"Stars"
"shokey","S",1,"Stars"
"shol","S",24,"Stars"
"sholfaiin","S",1,"Stars"
"shoo","S",1,"Stars"
"shoor","S",1,"Stars"
"shor","S",9,"Stars"
"shorchdy","S",1,"Stars"
"shory","S",1,"Stars"
"shos","S",1,"Stars"
"shosaiin","S",1,"Stars"
"shotchey","S",1,"Stars"
"shotchy","S",1,"Stars"
"shotedy","S",1,"Stars"
"shoteol","S",1,"Stars"
"shsy","S",1,"Stars"
"shtal","S",1,"Stars"
"shtar","S",1,"Stars"
"shtchy","S",1,"Stars"
"shtshy","S",1,"Stars"
"shty","S",1,"Stars"
"shxam","S",1,"Stars"
"shy","S",8,"Stars"
"shykaiin","S",1,"Stars"
"shypchedy","S",1,"Stars"
"skaiin","S",2,"Stars"
"so","S",1,"Stars"
"soaiin","S",1,"Stars"
"soain","S",1,"Stars"
"soar","S",1,"Stars"
"sodal","S",1,"Stars"
"sodar","S",1,"Stars"
"soes","S",1,"Stars"
"soiiin","S",1,"Stars"
"soiin","S",3,"Stars"
"sokal","S",1,"Stars"
"sokedy","S",1,"Stars"
"sokeey","S",1,"Stars"
"sokod","S",1,"Stars"
"sol","S",5,"Stars"
"solkaiin","S",1,"Stars"
"solkedy","S",1,"Stars"
"solkeedy","S",1,"Stars"
"solol","S",1,"Stars"
"sor","S",6,"Stars"
"soraiin","S",3,"Stars"
"soral","S",1,"Stars"
"sosar","S",1,"Stars"
"sotchdaiin","S",1,"Stars"
"sotey","S",1,"Stars"
"soy","S",1,"Stars"
"sshedy","S",1,"Stars"
"ssheedal","S",1,"Stars"
"ssheey","S",2,"Stars"
"ssheo","S",1,"Stars"
"sshey","S",1,"Stars"
"sy","S",2,"Stars"
"sykar","S",1,"Stars"
"syokeedy","S",1,"Stars"
"taidy","S",1,"Stars"
"taiin","S",15,"Stars"
"taim","S",1,"Stars"
"tair","S",8,"Stars"
"talol","S",1,"Stars"
"tar","S",13,"Stars"
"tarair","S",1,"Stars"
"tarairy","S",1,"Stars"
"taram","S",1,"Stars"
"tarol","S",2,"Stars"
"tchar","S",2,"Stars"
"tchdy","S",4,"Stars"
"tched","S",1,"Stars"
"tchedaiin","S",1,"Stars"
"tchedal","S",1,"Stars"
"tchedar","S",1,"Stars"
"tchedy","S",5,"Stars"
"tcheepchey","S",1,"Stars"
"tcheo","S",3,"Stars"
"tcheodar","S",1,"Stars"
"tcheody","S",2,"Stars"
"tcheol","S",2,"Stars"
"tcheolchy","S",1,"Stars"
"tcheor","S",1,"Stars"
"tchey","S",4,"Stars"
"tchoar","S",1,"Stars"
"tchodaiin","S",1,"Stars"
"tdol","S",1,"Stars"
"tear","S",1,"Stars"
"ted","S",1,"Stars"
"tedaiin","S",2,"Stars"
"tedair","S",1,"Stars"
"tedam","S",3,"Stars"
"tedo","S",1,"Stars"
"tedy","S",8,"Stars"
"teear","S",1,"Stars"
"teed","S",2,"Stars"
"teedal","S",1,"Stars"
"teedan","S",1,"Stars"
"teedar","S",2,"Stars"
"teedaram","S",1,"Stars"
"teedy","S",8,"Stars"
"teeedy","S",3,"Stars"
"teeo","S",1,"Stars"
"teeoar","S",1,"Stars"
"teeodain","S",1,"Stars"
"teeody","S",1,"Stars"
"teeor","S",1,"Stars"
"teey","S",8,"Stars"
"teoar","S",1,"Stars"
"teody","S",3,"Stars"
"teol","S",3,"Stars"
"teolshy","S",1,"Stars"
"teor","S",1,"Stars"
"teos","S",1,"Stars"
"tey","S",2,"Stars"
"tockhy","S",1,"Stars"
"todaiin","S",1,"Stars"
"todarhx","S",1,"Stars"
"tody","S",1,"Stars"
"toky","S",1,"Stars"
"tol","S",3,"Stars"
"tolpchy","S",1,"Stars"
"topaiin","S",1,"Stars"
"tor","S",2,"Stars"
"tshdy","S",1,"Stars"
"tshedy","S",1,"Stars"
"tsheey","S",1,"Stars"
"tshey","S",1,"Stars"
"tsho","S",1,"Stars"
"tshod","S",1,"Stars"
"xar","S",1,"Stars"
"xoiin","S",1,"Stars"
"y","S",25,"Stars"
"yaiin","S",2,"Stars"
"yair","S",1,"Stars"
"yar","S",1,"Stars"
"ychdy","S",1,"Stars"
"ychear","S",1,"Stars"
"yched","S",1,"Stars"
"ychedaiin","S",2,"Stars"
"ychedal","S",2,"Stars"
"ychedar","S",2,"Stars"
"ychedl","S",1,"Stars"
"ychedy","S",3,"Stars"
"ycheechy","S",1,"Stars"
"ycheeckhy","S",1,"Stars"
"ycheedaiin","S",1,"Stars"
"ycheedy","S",4,"Stars"
"ycheeo","S",4,"Stars"
"ycheeody","S",1,"Stars"
"ycheeol","S",1,"Stars"
"ycheeor","S",1,"Stars"
"ycheeoy","S",1,"Stars"
"ychees","S",1,"Stars"
"ycheey","S",11,"Stars"
"ycheo","S",7,"Stars"
"ycheochy","S",1,"Stars"
"ycheod","S",1,"Stars"
"ycheody","S",1,"Stars"
"ycheol","S",7,"Stars"
"ycheool","S",1,"Stars"
"ycheor","S",1,"Stars"
"ycheoto","S",1,"Stars"
"yches","S",1,"Stars"
"ychey","S",1,"Stars"
"ychkl","S",1,"Stars"
"ycho","S",1,"Stars"
"ychol","S",3,"Stars"
"ychor","S",1,"Stars"
"ychtaiis","S",1,"Stars"
"ychtain","S",1,"Stars"
"ydaiin","S",2,"Stars"
"yey","S",1,"Stars"
"yhal","S",1,"Stars"
"yk","S",1,"Stars"
"ykaiin","S",7,"Stars"
"ykair","S",3,"Stars"
"ykal","S",1,"Stars"
"ykam","S",1,"Stars"
"ykanam","S",1,"Stars"
"ykar","S",4,"Stars"
"ykchdy","S",1,"Stars"
"ykchedor","S",1,"Stars"
"ykchedy","S",3,"Stars"
"ykcheor","S",1,"Stars"
"ykcheshd","S",1,"Stars"
"ykchey","S",1,"Stars"
"ykechey","S",1,"Stars"
"ykedar","S",1,"Stars"
"ykedckhy","S",1,"Stars"
"ykedor","S",1,"Stars"
"ykedy","S",3,"Stars"
"ykeealkey","S",1,"Stars"
"ykeear","S",1,"Stars"
"ykeedain","S",1,"Stars"
"ykeedy","S",8,"Stars"
"ykeeedy","S",1,"Stars"
"ykeeeos","S",1,"Stars"
"ykeeey","S",2,"Stars"
"ykeeo","S",2,"Stars"
"ykeeodey","S",1,"Stars"
"ykeeol","S",5,"Stars"
"ykeeor","S",1,"Stars"
"ykeeos","S",1,"Stars"
"ykees","S",1,"Stars"
"ykeeshedy","S",1,"Stars"
"ykeey","S",13,"Stars"
"ykeol","S",1,"Stars"
"ykhy","S",1,"Stars"
"ykl","S",1,"Stars"
"ykoiin","S",1,"Stars"
"ykol","S",1,"Stars"
"yksheol","S",1,"Stars"
"yky","S",2,"Stars"
"yl","S",1,"Stars"
"ylar","S",1,"Stars"
"ylcheey","S",1,"Stars"
"ylkaiin","S",2,"Stars"
"ylshey","S",1,"Stars"
"yochor","S",1,"Stars"
"yols","S",1,"Stars"
"yom","S",1,"Stars"
"ypaiin","S",1,"Stars"
"ypair","S",1,"Stars"
"ypcheddy","S",1,"Stars"
"ypchedy","S",4,"Stars"
"ypcheedy","S",1,"Stars"
"ypcheeey","S",1,"Stars"
"ypodaiin","S",1,"Stars"
"yqopchy","S",1,"Stars"
"yraiin","S",1,"Stars"
"yrshey","S",1,"Stars"
"ys","S",1,"Stars"
"yshar","S",1,"Stars"
"yshdal","S",1,"Stars"
"yshe","S",1,"Stars"
"yshear","S",1,"Stars"
"yshedaiin","S",1,"Stars"
"yshedy","S",1,"Stars"
"ysheed","S",1,"Stars"
"ysheedy","S",3,"Stars"
"ysheeo","S",1,"Stars"
"ysheeoaiin","S",1,"Stars"
"ysheeody","S",2,"Stars"
"ysheey","S",3,"Stars"
"ysheo","S",2,"Stars"
"ysheod","S",1,"Stars"
"ysheody","S",1,"Stars"
"ysheor","S",2,"Stars"
"yshesy","S",1,"Stars"
"yshey","S",5,"Stars"
"yshoiin","S",1,"Stars"
"yshor","S",1,"Stars"
"yshs","S",1,"Stars"
"ysoir","S",1,"Stars"
"ytaiin","S",10,"Stars"
"ytam","S",1,"Stars"
"ytar","S",7,"Stars"
"ytchdy","S",1,"Stars"
"ytched","S",1,"Stars"
"ytchedy","S",5,"Stars"
"ytchy","S",1,"Stars"
"ytedar","S",1,"Stars"
"ytedy","S",1,"Stars"
"yteedy","S",12,"Stars"
"yteeed","S",1,"Stars"
"yteeeody","S",1,"Stars"
"yteeeor","S",1,"Stars"
"yteeey","S",3,"Stars"
"yteeo","S",1,"Stars"
"yteeody","S",4,"Stars"
"yteey","S",7,"Stars"
"yteody","S",2,"Stars"
"yteol","S",1,"Stars"
"ytoiin","S",1,"Stars"
"yty","S",1,"Stars"
